City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,primorsk,46.7348,36.3443,12.09,68,0,2.45,UA,1698631810
363,kulhudhuffushi,6.6221,73.07,25.06,92,100,4.99,MV,1698631810
364,kurchatov,51.6601,35.6521,5.23,89,89,3.3,RU,1698631811
365,zmiyevka,52.6697,36.3739,2.25,86,83,2.9,RU,1698631811
366,myitkyina,25.3833,97.4,23.44,59,70,0.98,MM,1698631812
367,tazovsky,67.4667,78.7,-16.53,94,23,0.99,RU,1698631813
368,naama,33.2667,-0.3167,17.35,27,97,4.63,DZ,1698631814
369,uliastay,47.7417,96.8444,1.33,88,100,1.76,MN,1698631814
370,semera,11.501,41.201,24.08,62,51,4.17,ET,1698631814
371,north bend,43.4065,-124.2243,14.95,41,0,5.66,US,1698631815
372,igarka,67.4667,86.5833,-17.24,97,44,1.17,RU,1698631815
373,weno,7.4515,151.8468,27.95,79,95,4.88,FM,1698631816
374,alexandria,31.2156,29.9553,24.04,72,100,5.25,EG,1698631649
375,huilong,31.8111,121.655,22.18,60,0,4.14,CN,1698631817
376,bandar-e anzali,37.4727,49.4622,19.65,83,100,3.59,IR,1698631543
377,kolokani,13.5728,-8.0339,25.42,53,38,2.25,ML,1698631817
378,aykhal,66.0,111.5,-22.05,97,92,1.38,RU,1698631818
379,umluj,25.0213,37.2685,26.79,61,0,1.25,SA,1698631531
380,toliara,-23.35,43.6667,22.89,74,80,2.26,MG,1698631818
381,chabahar,25.2919,60.643,26.19,67,4,3.37,IR,1698631542
382,markovo,57.3206,107.0881,-5.68,63,98,2.13,RU,1698631821
383,vilyuchinsk,52.9306,158.4028,3.85,65,99,3.42,RU,1698631822
384,sungai raya,0.7,108.9,28.26,74,99,0.82,ID,1698631822
385,dunedin,-45.8742,170.5036,15.45,70,7,3.13,NZ,1698631822
386,mahibadhoo,3.7833,72.9667,27.75,75,100,3.73,MV,1698631823
387,oroqen zizhiqi,50.5667,123.7167,0.38,27,0,5.66,CN,1698631823
388,columbus,39.9612,-82.9988,13.19,98,100,1.54,US,1698631670
389,ghormach,35.7306,63.7826,18.2,32,6,1.29,AF,1698631824
390,garcia,25.8167,-100.5833,26.06,77,9,3.6,MX,1698631824
391,florence,43.7667,11.25,19.66,87,75,3.09,IT,1698631825
392,kenai,60.5544,-151.2583,5.61,82,100,7.72,US,1698631825
393,korla,41.7597,86.1469,11.73,39,100,1.09,CN,1698631826
394,schramberg,48.224,8.3858,11.6,83,53,2.0,DE,1698631826
395,san jose de jachal,-30.2406,-68.7469,21.02,13,0,5.49,AR,1698631827
396,shalqar,47.8333,59.6,9.3,77,21,7.58,KZ,1698631828
397,puerto deseado,-47.7503,-65.8938,6.21,57,100,7.3,AR,1698631828
398,usinsk,65.9939,57.5281,-11.63,87,100,2.68,RU,1698631831
399,tiquipaya,-17.3382,-66.2189,17.32,68,21,2.65,BO,1698631833
400,kamaishi,39.2667,141.8833,15.77,66,54,3.37,JP,1698631837
401,klaksvik,62.2266,-6.589,4.51,70,100,9.73,FO,1698631840
402,labuan,5.2767,115.2417,27.73,80,100,2.43,MY,1698631840
403,sault ste. marie,46.5168,-84.3333,3.9,70,40,5.66,CA,1698631587
404,ust'-ilimsk,58.0006,102.6619,-6.42,68,87,3.13,RU,1698631844
405,arkhangel'sk,64.5401,40.5433,-4.37,81,80,2.6,RU,1698631845
406,san borja,-14.8167,-66.85,28.44,61,71,4.55,BO,1698631846
407,edd,13.9297,41.6925,29.85,52,40,4.18,ER,1698631846
408,keflavik,64.0049,-22.5624,4.24,75,0,2.57,IS,1698631847
409,yarmouth,41.7057,-70.2286,10.57,95,100,4.63,US,1698631847
410,santa sylvina,-27.8326,-61.1375,24.13,71,44,6.22,AR,1698631848
411,ulsteinvik,62.3432,5.8487,4.31,55,1,2.68,NO,1698631848
412,pirai do sul,-24.5261,-49.9486,18.63,98,100,1.1,BR,1698631731
413,la sarre,48.8002,-79.1996,-0.93,72,100,1.85,CA,1698631846
414,charkhari,25.4,79.75,22.57,42,75,1.52,IN,1698631849
415,ar ruways,24.1103,52.7306,27.64,67,95,3.84,AE,1698631850
416,ribeira brava,32.65,-17.0667,20.95,75,100,1.1,PT,1698631850
417,san carlos de bariloche,-41.1456,-71.3082,-0.14,86,75,10.29,AR,1698631687
418,vorkuta,67.5,64.0,-19.2,100,47,1.66,RU,1698631851
419,isangel,-19.55,169.2667,26.06,78,40,3.6,VU,1698631851
420,ternate,0.8,127.4,28.99,67,40,3.78,ID,1698631851
421,baturaja,-4.1333,104.1667,31.25,42,17,2.0,ID,1698631853
422,katsuren-haebaru,26.3369,127.8719,27.21,51,0,5.66,JP,1698631853
423,kapuskasing,49.4169,-82.4331,-3.29,90,81,0.87,CA,1698631853
424,mana,5.6592,-53.7767,26.77,86,24,5.38,GF,1698631854
425,margate,51.3813,1.3862,13.83,86,2,1.79,GB,1698631854
426,cambria,35.5641,-121.0808,19.87,68,0,0.45,US,1698631855
427,balcesti,44.6167,23.95,8.98,67,3,2.2,RO,1698631855
428,nurabad,34.0734,47.9725,10.18,38,100,0.69,IR,1698631855
429,raduzhny,62.0961,77.475,-12.23,97,73,0.36,RU,1698631856
430,bonthe,7.5264,-12.505,25.82,84,34,1.97,SL,1698631856
431,sos'va,59.1766,61.8558,-3.3,63,100,4.92,RU,1698631857
432,yarkovo,57.4028,67.0786,-4.04,91,100,5.92,RU,1698631857
433,fale old settlement,-9.3852,-171.2468,28.86,70,100,4.73,TK,1698631857
434,sisimiut,66.9395,-53.6735,-2.28,75,100,4.63,GL,1698631858
435,sucua,-2.4667,-78.1667,20.18,97,100,1.27,EC,1698631858
436,port blair,11.6667,92.75,29.02,84,20,1.03,IN,1698631823
437,villa gesell,-37.2639,-56.973,15.59,60,100,5.81,AR,1698631859
438,egilsstadir,65.2653,-14.3948,2.19,93,99,1.66,IS,1698631859
439,thinadhoo,0.5333,72.9333,27.36,77,64,7.75,MV,1698631860
440,nikolayevsk-on-amure,53.1406,140.73,4.22,52,20,1.06,RU,1698631799
441,naze,28.3667,129.4833,21.11,68,19,4.04,JP,1698631781
442,saskatoon,52.1168,-106.6345,-6.17,84,46,3.01,CA,1698631754
443,bhongir,17.5108,78.8889,23.61,58,7,1.6,IN,1698631861
444,guerrero negro,27.9769,-114.0611,22.24,48,0,5.4,MX,1698631856
445,oyem,1.5995,11.5793,20.11,98,100,0.31,GA,1698631862
446,dalcahue,-42.3628,-73.7022,4.06,93,100,2.06,CL,1698631862
447,acapulco de juarez,16.8634,-99.8901,27.07,84,55,2.81,MX,1698631855
448,sao jose da coroa grande,-8.8978,-35.1478,24.98,70,95,4.36,BR,1698631863
449,ndioum,16.5129,-14.6471,28.09,52,0,5.27,SN,1698631864
450,cidade velha,14.9167,-23.6167,25.65,69,92,1.3,CV,1698631865
451,kozyatyn,49.7143,28.8339,9.85,69,98,4.29,UA,1698631866
452,moussoro,13.6408,16.4901,28.51,13,4,4.51,TD,1698631866
453,ghadamis,30.1337,9.5007,24.41,21,75,3.87,LY,1698631867
454,khabarovsk,48.4808,135.0928,7.64,42,0,2.0,RU,1698631867
455,velikiy ustyug,60.7644,46.3106,-2.56,86,100,2.68,RU,1698631868
456,north elba,44.2434,-73.9543,3.52,92,100,1.3,US,1698631868
457,quzhou,28.9594,118.8686,22.08,65,2,0.99,CN,1698631799
458,grootfontein,-19.5667,18.1167,20.77,16,1,0.83,,1698631869
459,cabo san lucas,22.8909,-109.9124,26.4,75,0,4.63,MX,1698631666
460,nema,57.5067,50.5011,-2.49,97,100,3.8,RU,1698631870
461,portales,34.1862,-103.3344,0.57,67,100,1.79,US,1698631870
462,afaahiti,-17.75,-149.2833,26.7,82,44,7.57,PF,1698631870
463,balqash,46.8481,74.995,8.33,93,40,2.0,KZ,1698631871
464,kampong dungun,3.2167,101.3167,29.92,80,78,0.46,MY,1698631871
465,dolyns'ka,48.1104,32.7645,9.88,71,95,3.93,UA,1698631872
466,pangkalpinang,-2.1333,106.1333,30.08,60,49,3.74,ID,1698631872
467,haiku-pauwela,20.9219,-156.3051,27.87,66,0,6.69,US,1698631746
468,pervari,37.9357,42.5493,13.61,57,85,1.88,TR,1698631873
469,sur,22.5667,59.5289,26.88,63,86,1.96,OM,1698631873
470,caluula,11.9661,50.7569,26.32,78,100,4.58,SO,1698631875
471,harbin,45.75,126.65,10.72,37,3,5.77,CN,1698631838
472,howard springs,-12.497,131.047,34.34,67,59,2.34,AU,1698631876
473,skhira,34.2992,10.07,23.56,68,33,5.04,TN,1698631877
474,melfort,52.8667,-104.6177,-5.75,86,76,3.57,CA,1698631619
475,baruun-urt,46.6806,113.2792,1.32,32,82,3.81,MN,1698631877
476,ta`u,-14.2336,-169.5144,27.06,81,90,6.9,AS,1698631878
477,grants,35.1473,-107.8514,6.13,36,0,4.63,US,1698631878
478,sittwe,20.15,92.9,25.83,82,95,2.9,MM,1698631879
479,kiunga,-6.1219,141.2906,26.79,81,100,1.26,PG,1698631879
480,kolonia town,6.964,158.206,28.0,83,100,1.54,FM,1698631880
481,popondetta,-8.7537,148.2534,23.74,97,100,0.89,PG,1698631881
482,monze,-16.2833,27.4833,24.05,51,100,1.19,ZM,1698631881
483,lhokseumawe,5.1801,97.1507,27.85,74,47,0.96,ID,1698631882
484,el alto,-4.2714,-81.2147,19.81,76,100,8.0,PE,1698631882
485,cromwell,41.5951,-72.6454,10.37,96,100,3.6,US,1698631883
486,port isabel,26.0734,-97.2086,26.68,78,0,2.57,US,1698631680
487,palikir - national government center,6.9248,158.1611,27.41,83,100,1.54,FM,1698631883
488,patacamaya,-17.2333,-67.9167,10.98,40,6,1.52,BO,1698631884
489,malango,-2.9627,119.9001,29.49,46,9,1.76,ID,1698631884
490,perry,37.2506,-83.1999,22.1,84,100,0.43,US,1698631885
491,elk city,35.412,-99.4043,2.12,75,100,7.2,US,1698631885
492,george town,5.4112,100.3354,27.96,83,20,3.09,MY,1698631768
493,peacehaven,50.7927,-0.0065,14.23,80,11,9.39,GB,1698631886
494,visby,57.6409,18.296,6.13,93,100,5.66,SE,1698631886
495,klyuchi,52.2667,79.1667,0.13,97,100,3.55,RU,1698631887
496,barra de santo antonio,-9.4047,-35.5072,22.6,75,88,4.23,BR,1698631887
497,broken hill,-31.95,141.4333,26.41,16,77,3.48,AU,1698631888
498,chichimila,20.6167,-88.2167,23.14,81,0,1.41,MX,1698631888
499,choibalsan,48.0667,114.5,-1.05,20,100,5.59,MN,1698631888
500,tra mhor,52.1624,-7.1524,9.79,67,41,1.97,IE,1698631889
501,hilton head island,32.2163,-80.7526,22.21,90,0,0.0,US,1698631889
502,sorokino,53.75,84.9167,-4.92,76,100,1.42,RU,1698631890
503,muynoq,43.7683,59.0214,14.66,72,100,4.18,UZ,1698631890
504,xining,36.6167,101.7667,7.87,48,0,0.77,CN,1698631892
505,tweed heads,-28.1817,153.547,29.56,53,0,7.72,AU,1698631893
506,williston,48.147,-103.618,-2.59,94,53,4.05,US,1698631625
507,aktobe,50.2797,57.2072,4.05,93,100,7.0,KZ,1698631894
508,saint-pierre,-21.3393,55.4781,24.82,73,75,1.54,RE,1698631851
509,niafunke,15.9322,-3.9906,28.12,12,88,2.42,ML,1698631895
510,songea,-10.6833,35.65,17.85,80,57,2.47,TZ,1698631700
511,yakeshi,49.2833,120.7333,-1.42,20,0,5.67,CN,1698631752
512,ponta delgada,37.7333,-25.6667,15.1,77,20,2.68,PT,1698631896
513,slyudyanka,51.6594,103.7061,-0.53,70,100,0.21,RU,1698631896
514,mount gambier,-37.8333,140.7667,14.78,54,78,7.38,AU,1698631897
515,mwene-ditu,-7.0,23.45,19.88,86,30,0.2,CD,1698631898
516,ataq,14.5377,46.8319,19.71,72,18,2.79,YE,1698631898
517,taoudenni,22.6783,-3.9836,29.77,12,0,3.39,ML,1698631899
518,dalandzadgad,43.5708,104.425,10.48,35,52,9.83,MN,1698631899
519,anna regina,7.2644,-58.5077,28.06,79,56,4.66,GY,1698631900
520,borogontsy,62.6683,131.1683,-9.49,87,100,2.48,RU,1698631901
521,tsiombe,-25.3,45.4833,20.41,85,0,2.22,MG,1698631901
522,seka,17.9285,103.9552,27.18,74,84,1.78,TH,1698631902
523,missoula,47.0166,-113.8009,-7.31,80,8,1.23,US,1698631903
524,lilienthal,53.1657,8.9293,11.76,88,0,4.12,DE,1698631904
525,richard-toll,16.4625,-15.7008,25.91,71,1,3.99,SN,1698631904
526,smara,26.7384,-11.6719,20.91,54,100,2.72,EH,1698631641
527,encantado,-29.2361,-51.8697,23.92,92,94,0.92,BR,1698631905
528,mozarlandia,-14.7447,-50.5706,30.9,36,29,2.24,BR,1698631906
529,olecko,54.0337,22.507,10.83,84,100,7.13,PL,1698631906
